id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
10749,Unisex,Footwear,Flip Flops,Flip Flops,Red,Winter,2012.0,Casual,Disney Unisex Kids Mickey Star Red Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10749.jpg
11039,Women,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Jealous 21 Women Check Red Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11039.jpg
10188,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men   Blue & White Stripe Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10188.jpg
10385,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Puma Women Vitality Stones 168 White Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10385.jpg
10715,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Nike Women Training sports bra Black Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\10715.jpg
10371,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Printed Black Sweatshirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10371.jpg
10143,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men Moc Front Brown Formal Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10143.jpg
11091,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Check Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11091.jpg
10144,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Drsp Wingtip Brown Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10144.jpg
10376,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Printed Blue Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10376.jpg
10712,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Nike Women Casual short sleeve tshirt Blue Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10712.jpg
11062,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,John Miller Men Solid Light Maroon Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11062.jpg
10382,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Grey Top,C:\Users\color\Desktop\fashion-recommendation\data\images\10382.jpg
10724,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Black Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10724.jpg
10172,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Iceland Grey Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10172.jpg
10340,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Women Green Polo T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10340.jpg
11054,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11054.jpg
10186,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Black & Blue Stripe Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10186.jpg
10378,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Printed Black Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10378.jpg
11053,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11053.jpg
10181,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Women Pliancy Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10181.jpg
10347,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Printed Purple Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10347.jpg
10175,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors of Benetton Men Wango Black Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10175.jpg
10511,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Flying Machine Women RN Black Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10511.jpg
10723,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men Trainng Men's tshirt White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10723.jpg
10783,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,New Balance M364 Men Others Xtraining White Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10783.jpg
11007,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Turbo Black Chronograph Watch,C:\Users\color\Desktop\fashion-recommendation\data\images\11007.jpg
10313,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Cool Chic White Steel Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10313.jpg
10777,Women,Apparel,Topwear,Jackets,Purple,Summer,2011.0,Sports,Nike Women Hooded Purple Jacket,C:\Users\color\Desktop\fashion-recommendation\data\images\10777.jpg
11038,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Casual,Jealous 21 Women Check Brown Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\11038.jpg
10748,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10748.jpg
10770,Girls,Footwear,Shoes,Casual Shoes,Red,Winter,2012.0,Casual,Disney Kids Red Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10770.jpg
10314,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women E-Ffect Black With White Dial Steel Watch,C:\Users\color\Desktop\fashion-recommendation\data\images\10314.jpg
10126,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Men Runtone Action White Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10126.jpg
11000,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Slick 3HD Yellow Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\11000.jpg
10784,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Nike Unisex Runng Black Caps,C:\Users\color\Desktop\fashion-recommendation\data\images\10784.jpg
10322,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Lambretta Black Green Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10322.jpg
10110,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Women Instant White Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10110.jpg
10574,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Bts Navy Blue Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10574.jpg
10746,Unisex,Footwear,Flip Flops,Flip Flops,Purple,Winter,2012.0,Casual,Disney Unisex Kids Princess Heart Purple Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10746.jpg
10580,Men,Accessories,Watches,Watches,Copper,Winter,2016.0,Casual,Esprit Men Athletic Rosegold Copper Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10580.jpg
11036,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Jealous 21 Women Solid Black Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\11036.jpg
11009,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Inkfruit Men Let Me Skate White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11009.jpg
11031,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Check Blue Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\11031.jpg
10587,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Carrera Men Careera dial steel strap patch White Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10587.jpg
10741,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Winter,2012.0,Casual,Disney Unisex Kids Mickey Mouse Yellow Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10741.jpg
10573,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Heritage Navy Blue Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10573.jpg
10117,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Reebok Men Premier Zigfly Silver Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10117.jpg
10325,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Atlantis Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10325.jpg
10128,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men Drsp Wingtip Black Formal Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10128.jpg
10338,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid Polo White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10338.jpg
10797,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Wrangler Men Urban Big Check White Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10797.jpg
11013,Women,Apparel,Topwear,Tops,Multi,Fall,2011.0,Casual,Wrangler Women Frill Check Multi Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\11013.jpg
10307,Women,Footwear,Shoes,Flats,Silver,Fall,2011.0,Casual,Clarks Women Arizona Metallic Leather Silver Ballerinas,C:\Users\color\Desktop\fashion-recommendation\data\images\10307.jpg
10135,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Lissomy Glam White Silver Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10135.jpg
10763,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Trainng Blue T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10763.jpg
10569,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Puma Women Ess White Polo Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10569.jpg
10764,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Bts Black Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10764.jpg
10300,Men,Footwear,Sandal,Sandals,Brown,Summer,2016.0,Casual,Clarks Men Brown Wild Vibe Leather Closed Sandals,C:\Users\color\Desktop\fashion-recommendation\data\images\10300.jpg
11014,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Polka Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11014.jpg
10790,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Manitoba Piping Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10790.jpg
10309,Women,Footwear,Shoes,Flats,White,Winter,2013.0,Casual,Clarks Women White Leather Flats,C:\Users\color\Desktop\fashion-recommendation\data\images\10309.jpg
10799,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Wander Wheels Navy Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10799.jpg
10104,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Buckets VI Black Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10104.jpg
10336,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Stripes Black Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\10336.jpg
10752,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Hell With White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10752.jpg
10594,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Esprit Women Houston Funky Pink Pink Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10594.jpg
11022,Women,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Wrangler Women Its A Good Day Red T-Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11022.jpg
11025,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Wrangler Women Studd Polo Pink T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11025.jpg
10593,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Esprit Women Houston Purple Ice Purple Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10593.jpg
10567,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Puma Women Striped Polo Pink Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10567.jpg
10755,Women,Footwear,Shoes,Casual Shoes,Pink,Winter,2012.0,Casual,Disney Kids Princess Heart Pink Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10755.jpg
10331,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Indigo Nation Men basalt Black Belts,C:\Users\color\Desktop\fashion-recommendation\data\images\10331.jpg
11071,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11071.jpg
10391,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Drift 244 Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10391.jpg
10701,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Silver Houston Steel Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10701.jpg
10533,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,New Balance MW631 Men Others Walking Black Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10533.jpg
10157,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,Puma Unisex Puma Flips Blue Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10157.jpg
11085,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11085.jpg
10365,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,United Colors of Benetton Women Short Black Dresses,C:\Users\color\Desktop\fashion-recommendation\data\images\10365.jpg
10168,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors of Benetton Men Punk Black Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10168.jpg
10362,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Purple Polo T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10362.jpg
10150,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men Drsp Plaintoe Black Formal Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10150.jpg
11082,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11082.jpg
10706,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Esprit Women Lissomy Two Tone Gold Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10706.jpg
10396,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Puma Men Atlantis All Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10396.jpg
11076,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Scullers Men Stripes Black Sweaters,C:\Users\color\Desktop\fashion-recommendation\data\images\11076.jpg
10998,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Puma Men Blockbuster Red Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10998.jpg
10739,Unisex,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,Disney Unisex Kids Basic Black Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10739.jpg
11049,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11049.jpg
10502,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Women Ocean Blue Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10502.jpg
10730,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Murcia Women Lorra Grey Grey Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10730.jpg
10354,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Checks Blue Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\10354.jpg
10166,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,United Colors of Benetton Men Carribean Red Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10166.jpg
11040,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11040.jpg
10192,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Avalance Black Steel Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10192.jpg
10159,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men 917 Mid Spill White Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10159.jpg
10991,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Inkfruit Men Havy Metal Brown Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10991.jpg
11047,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11047.jpg
10195,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Carrera Men Steel strap dial Blue Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10195.jpg
10161,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Cabana Racer White Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10161.jpg
10737,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Hmzaab Black Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10737.jpg
10505,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women RN HS Yellow Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10505.jpg
10398,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Puma Men Cardiac II Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10398.jpg
11078,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Scullers Men Stripes Grey Sweaters,C:\Users\color\Desktop\fashion-recommendation\data\images\11078.jpg
10996,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Inkfruit Men Too Drunk Brown Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10996.jpg
10708,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men Logo T-shirt Black Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10708.jpg
10754,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012.0,Casual,Disney Unisex Kids Mickey Star Blue Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10754.jpg
10566,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Puma Men Rugby Grey Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10566.jpg
10102,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Premier Verona Supreme 2 Black Sports Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10102.jpg
10330,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Indigo Nation Men Alnoite Black Belts,C:\Users\color\Desktop\fashion-recommendation\data\images\10330.jpg
11024,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Wrangler Women Purple T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11024.jpg
10308,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Clarks Men Brown Leather Boat Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10308.jpg
10595,Women,Free Items,Free Gifts,Free Gifts,Grey,Winter,2016.0,Casual,Esprit Women Cascade Grey Dial Watch,C:\Users\color\Desktop\fashion-recommendation\data\images\10595.jpg
11023,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Women Black T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11023.jpg
10105,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Women Analogue Leather Steel Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10105.jpg
10753,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10753.jpg
10568,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Puma Men Knitted Navy Blue Sweater,C:\Users\color\Desktop\fashion-recommendation\data\images\10568.jpg
11015,Women,Apparel,Topwear,Tunics,Purple,Fall,2011.0,Casual,Wrangler Women Kangroo Pocket Purple Tunics,C:\Users\color\Desktop\fashion-recommendation\data\images\11015.jpg
10791,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wrangler Men Manitoba Piping Black Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10791.jpg
10765,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10765.jpg
10301,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Clarks Brown Leather Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10301.jpg
10133,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Rough Chic Black Silver Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10133.jpg
10339,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Women Black Polo T-shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\10339.jpg
10134,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Lissomy Glam Black Silver Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10134.jpg
10306,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Clarks Men Rocco Fuse Leather Grey Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10306.jpg
10762,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Winter,2012.0,Casual,Disney Unisex Kids Basic Yellow Flip Flops,C:\Users\color\Desktop\fashion-recommendation\data\images\10762.jpg
10796,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Warnick Square Block Red Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10796.jpg
11012,Women,Apparel,Topwear,Tops,Multi,Fall,2011.0,Casual,Wrangler Women Frill Check Multi Tops,C:\Users\color\Desktop\fashion-recommendation\data\images\11012.jpg
10352,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10352.jpg
10160,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men 917 Lo Paint Splatter White Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10160.jpg
10504,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Women RN HS White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10504.jpg
10736,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Mcc Red Red Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10736.jpg
11046,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Check White Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11046.jpg
10194,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Sqaure dial leather strap Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10194.jpg
10709,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Nike Women Trainng short sleeve tshirt Purple Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10709.jpg
10997,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Puma Men Track White Silver Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10997.jpg
11079,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\11079.jpg
10399,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Cardiac 209 Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10399.jpg
11041,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Purple Check Shirt,C:\Users\color\Desktop\fashion-recommendation\data\images\11041.jpg
10193,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Dial Green Numbers Black Watch,C:\Users\color\Desktop\fashion-recommendation\data\images\10193.jpg
10731,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Lorra Coffee Brown Handbags,C:\Users\color\Desktop\fashion-recommendation\data\images\10731.jpg
10503,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Women RN HS White Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10503.jpg
10167,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors of Benetton Men Nighthawk Black Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10167.jpg
10355,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,United Colors of Benetton Men Stripes Blue Shirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10355.jpg
10990,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Inkfruit Women Irritating Pink Tshirts,C:\Users\color\Desktop\fashion-recommendation\data\images\10990.jpg
10158,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men 917 Lo Feuer Black Casual Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10158.jpg
10999,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Rod Yellow Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10999.jpg
11077,Men,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Scullers Men Stripes Purple Sweaters,C:\Users\color\Desktop\fashion-recommendation\data\images\11077.jpg
10397,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Slick Gents 3 Black Watches,C:\Users\color\Desktop\fashion-recommendation\data\images\10397.jpg
10151,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men Drsp Slip On Black Formal Shoes,C:\Users\color\Desktop\fashion-recommendation\data\images\10151.jpg
